name,path
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_1205.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_10976.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_1235.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_13151.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_1152.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_10074.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_11818.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_1271.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_11258.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_12718.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_11140.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_10621.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_11337.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_11238.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_11948.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_11696.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_1298.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_1073.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_10131.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_12101.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_11477.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_12334.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_13964.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_13383.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_1502.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_1620.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_14516.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_14252.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_1492.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_1321.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_14413.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_1617.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_1558.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_1455.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_1569.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_1346.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_1916.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_2208.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_2693.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_2706.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_2507.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_2479.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_2815.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_1862.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_2614.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_2590.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_275.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_2650.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_2053.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_2793.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_2517.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_2188.jpg
chihuahua,https://raw.githubusercontent.com/PengWu2626/pic16b-stanford-dog-dataset/main/images/n02085620-chihuahua/n02085620_2204.jpg
